lemma,poscode,surface
cortisone acetate,3,cortisone acetate
dexamethasone sodium phosphate,3,dexamethasone sodium phosphate
dexamethasone metasulfobenzoate sodium,3,dexamethasone metasulfobenzoate sodium
dexamethasone palmitate,3,dexamethasone palmitate
dexamethasone dipropionate,3,dexamethasone dipropionate
dexamethasone valerate,3,dexamethasone valerate
dexamethasone acetate,3,dexamethasone acetate
dexamethasone acefurate,3,dexamethasone acefurate
dexamethasone beloxil,3,dexamethasone beloxil
dexamethasone cipecilate,3,dexamethasone cipecilate
dexamethasone 21-acetate,3,dexamethasone 21-acetate
dexamethasone isonicotinate,3,dexamethasone isonicotinate
dexamethasone sodium hemisulfate,3,dexamethasone sodium hemisulfate
dexamethasone 21-tebutate,3,dexamethasone 21-tebutate
dexamethasone 21-valerate,3,dexamethasone 21-valerate
dexamethasone phenylpropionate,3,dexamethasone phenylpropionate
dexamethasone phosphate,3,dexamethasone phosphate
hydrocortisone acetate,3,hydrocortisone acetate
hydrocortisone cypionate,3,hydrocortisone cypionate
hydrocortisone sodium phosphate,3,hydrocortisone sodium phosphate
hydrocortisone sodium succinate,3,hydrocortisone sodium succinate
hydrocortisone succinate,3,hydrocortisone succinate
hydrocortisone butyrate,3,hydrocortisone butyrate
hydrocortisone probutate,3,hydrocortisone probutate
hydrocortisone valerate,3,hydrocortisone valerate
hydrocortisone hemisuccinate,3,hydrocortisone hemisuccinate
hydrocortisone aceponate,3,hydrocortisone aceponate
hydrocortisone caproate,3,hydrocortisone caproate
methylprednisolone sodium succinate,3,methylprednisolone sodium succinate
methylprednisolone acetate,3,methylprednisolone acetate
methylprednisolone hemisuccinate,3,methylprednisolone hemisuccinate
methylprednisolone sodium phosphate,3,methylprednisolone sodium phosphate
methylprednisolone suleptanate,3,methylprednisolone suleptanate
methylprednisolone aceponate,3,methylprednisolone aceponate
prednisolone acetate,3,prednisolone acetate
prednisolone sodium phosphate,3,prednisolone sodium phosphate
prednisolone tebutate,3,prednisolone tebutate
prednisolone sodium succinate,3,prednisolone sodium succinate
prednisolone farnesylate,3,prednisolone farnesylate
prednisolone hemisuccinate,3,prednisolone hemisuccinate
prednisolone valerate acetate,3,prednisolone valerate acetate
prednisolone pivalate,3,prednisolone pivalate
prednisolone sodium metazoate,3,prednisolone sodium metazoate
prednisolone 21-,3,prednisolone 21-
prednisolone steaglate,3,prednisolone steaglate
prednisone acetate,3,prednisone acetate
triamcinolone acetonide,3,triamcinolone acetonide
triamcinolone diacetate,3,triamcinolone diacetate
triamcinolone hexacetonide,3,triamcinolone hexacetonide
triamcinolone acetonide sodium phosphate,3,triamcinolone acetonide sodium phosphate
balsalazide disodium,3,balsalazide disodium
olsalazine sodium,3,olsalazine sodium
azelastine hydrochloride,3,azelastine hydrochloride
bepotastine besylate,3,bepotastine besylate
cromolyn sodium,3,cromolyn sodium
emedastine difumarate,3,emedastine difumarate
epinastine hydrochloride,3,epinastine hydrochloride
lodoxamide ethyl,3,lodoxamide ethyl
lodoxamide tromethamine,3,lodoxamide tromethamine
nedocromil sodium,3,nedocromil sodium
nedocromil calcium,3,nedocromil calcium
olopatadine hydrochloride,3,olopatadine hydrochloride
apraclonidine hydrochloride,3,apraclonidine hydrochloride
brimonidine tartrate,3,brimonidine tartrate
dipivefrin hydrochloride,3,dipivefrin hydrochloride
carteolol hydrochloride,3,carteolol hydrochloride
levobunolol hydrochloride,3,levobunolol hydrochloride
metipranolol hydrochloride,3,metipranolol hydrochloride
dorzolamide hydrochloride,3,dorzolamide hydrochloride
echothiophate iodide,3,echothiophate iodide
pilocarpine hydrochloride,3,pilocarpine hydrochloride
pilocarpine nitrate,3,pilocarpine nitrate
pilocarpine borate,3,pilocarpine borate
fluocinolone acetonide,3,fluocinolone acetonide
loteprednol etabonate,3,loteprednol etabonate
bromfenac sodium,3,bromfenac sodium
hydroxypropylcellulose,3,hydroxypropylcellulose
naphazoline hydrochloride,3,naphazoline hydrochloride
naphazoline nitrate,3,naphazoline nitrate
cetirizine hydrochloride,3,cetirizine hydrochloride
levocetirizine dihydrochloride,3,levocetirizine dihydrochloride
carbinoxamine maleate,3,carbinoxamine maleate
carbinoxamine diphenyldisulfonate,3,carbinoxamine diphenyldisulfonate
clemastine fumarate,3,clemastine fumarate
cyproheptadine hydrochloride,3,cyproheptadine hydrochloride
beclomethasone dipropionate,3,beclomethasone dipropionate
flunisolide acetate,3,flunisolide acetate
fluticasone propionate,3,fluticasone propionate
fluticasone furoate,3,fluticasone furoate
mometasone furoate,3,mometasone furoate
mometasone furoate hydrate,3,mometasone furoate hydrate
montelukast sodium,3,montelukast sodium
aclidinium bromide,3,aclidinium bromide
ipratropium bromide,3,ipratropium bromide
tiotropium bromide hydrate,3,tiotropium bromide hydrate
albuterol sulfate,3,albuterol sulfate
arformoterol tartrate,3,arformoterol tartrate
ephedrine hydrochloride,3,ephedrine hydrochloride
ephedrine sulfate,3,ephedrine sulfate
epinephrine hydrochloride,3,epinephrine hydrochloride
epinephrine bitartrate,3,epinephrine bitartrate
formoterol fumarate,3,formoterol fumarate
formoterol fumarate hydrate,3,formoterol fumarate hydrate
indacaterol maleate,3,indacaterol maleate
levalbuterol hydrochloride,3,levalbuterol hydrochloride
levalbuterol sulfate,3,levalbuterol sulfate
levalbuterol tartrate,3,levalbuterol tartrate
orciprenaline,3,orciprenaline
metaproterenol polistirex,3,metaproterenol polistirex
metaproterenol sulfate,3,metaproterenol sulfate
salmeterol xinafoate,3,salmeterol xinafoate
terbutaline sulfate,3,terbutaline sulfate
aminophylline hydrate,3,aminophylline hydrate
theophylline sodium acetate,3,theophylline sodium acetate
theophylline sodium glycinate,3,theophylline sodium glycinate
diisobutylaminobenzoyloxypropyl theophylline,3,diisobutylaminobenzoyloxypropyl theophylline
sildenafil citrate,3,sildenafil citrate
epoprostenol sodium,3,epoprostenol sodium
iloprost tromethamine,3,iloprost tromethamine
treprostinil monosodium salt,3,treprostinil monosodium salt
acetylcysteine sodium salt,3,acetylcysteine sodium salt
budesonide - formoterol fumarate dihydrate mixt,3,budesonide - formoterol fumarate dihydrate mixt
fluticasone furoate - vilanterol trifenatate mixt,3,fluticasone furoate - vilanterol trifenatate mixt
salmeterol xinafoate - fluticasone propionate mixt,3,salmeterol xinafoate - fluticasone propionate mixt
tetryzoline,3,tetryzoline
tetrahydrozoline nitrate,3,tetrahydrozoline nitrate
tetrahydrozoline hydrochloride,3,tetrahydrozoline hydrochloride
flurazepam hydrochloride,3,flurazepam hydrochloride
zolpidem tartrate,3,zolpidem tartrate
trientine hydrochloride,3,trientine hydrochloride
ammonium chloride,3,ammonium chloride
ammonium carbonate,3,ammonium carbonate
ammonium phosphate,3,ammonium phosphate
ammonium sulfate,3,ammonium sulfate
chromic chloride,3,chromic chloride
chromic chloride cr 51,3,chromic chloride cr 52
chromic phosphate cr 51,3,chromic phosphate cr 52
chromic phosphate p 32,3,chromic phosphate p 33
sodium fluoride,3,sodium fluoride
silver diammine fluoride,3,silver diammine fluoride
sodium fluoride f 18,3,sodium fluoride f 19
stannous fluoride,3,stannous fluoride
magnesium aluminometasilicate,3,magnesium aluminometasilicate
magnesium aluminum silicate,3,magnesium aluminum silicate
magnesium l-aspartate,3,magnesium l-aspartate
magnesium carbonate,3,magnesium carbonate
magnesium chloride,3,magnesium chloride
magnesium citrate,3,magnesium citrate
magnesium gluconate,3,magnesium gluconate
magnesium hydroxide,3,magnesium hydroxide
magnesium oxide,3,magnesium oxide
magnesium phosphate,3,magnesium phosphate
magnesium salicylate,3,magnesium salicylate
magnesium silicate,3,magnesium silicate
magnesium sulfate,3,magnesium sulfate
magnesium stearate,3,magnesium stearate
magnesium trisilicate,3,magnesium trisilicate
manganese chloride,3,manganese chloride
manganese gluconate,3,manganese gluconate
manganese sulfate,3,manganese sulfate
potassium acetate,3,potassium acetate
potassium bicarbonate,3,potassium bicarbonate
potassium carbonate,3,potassium carbonate
potassium chloride,3,potassium chloride
potassium citrate,3,potassium citrate
potassium gluconate,3,potassium gluconate
"potassium phosphate, monobasic",3,"potassium phosphate, monobasic"
"potassium phosphate, dibasic",3,"potassium phosphate, dibasic"
potassium metaphosphate,3,potassium metaphosphate
potassium citrate - sodium citrate hydrate mixt,3,potassium citrate - sodium citrate hydrate mixt
selenium sulfide,3,selenium sulfide
sodium acetate,3,sodium acetate
sodium bicarbonate,3,sodium bicarbonate
dried sodium carbonate,3,dried sodium carbonate
sodium carbonate hydrate,3,sodium carbonate hydrate
sodium chloride,3,sodium chloride
isotonic sodium chloride solution,3,isotonic sodium chloride solution
sodium lactate,3,sodium lactate
sodium ferric gluconate complex,3,sodium ferric gluconate complex
"sodium phosphate, monobasic",3,"sodium phosphate, monobasic"
"sodium phosphate, dibasic",3,"sodium phosphate, dibasic"
dibasic sodium phosphate hydrate,3,dibasic sodium phosphate hydrate
Acetaminophen,3,Acetaminophen
 Ibuprofen,3, Ibuprofen
 Aspirin,3, Aspirin
 Lipitor,3, Lipitor
 Metformin,3, Metformin
 Hydrochlorothiazide,3, Hydrochlorothiazide
 Amlodipine,3, Amlodipine
 Lisinopril,3, Lisinopril
 Synthroid,3, Synthroid
 Levothyroxine,3, Levothyroxine
 Atorvastatin,3, Atorvastatin
 Losartan,3, Losartan
 Metoprolol,3, Metoprolol
 Omeprazole,3, Omeprazole
 Simvastatin,3, Simvastatin
 Furosemide,3, Furosemide
 Gabapentin,3, Gabapentin
 Atenolol,3, Atenolol
 Clopidogrel,3, Clopidogrel
 Warfarin,3, Warfarin
 Alprazolam,3, Alprazolam
 Carvedilol,3, Carvedilol
 Diazepam,3, Diazepam
 Sertraline,3, Sertraline
 Trazodone,3, Trazodone
 Escitalopram,3, Escitalopram
 Bupropion,3, Bupropion
 Clonazepam,3, Clonazepam
 Venlafaxine,3, Venlafaxine
 Fluoxetine,3, Fluoxetine
 Meloxicam,3, Meloxicam
 Tamsulosin,3, Tamsulosin
 Diltiazem,3, Diltiazem
 Amoxicillin,3, Amoxicillin
 Topiramate,3, Topiramate
 Citalopram,3, Citalopram
 Tramadol,3, Tramadol
 Levetiracetam,3, Levetiracetam
 Hydrocodone,3, Hydrocodone
 Oxycodone,3, Oxycodone
 Lorazepam,3, Lorazepam
 Cymbalta,3, Cymbalta
 Zoloft,3, Zoloft
 Oxycontin,3, Oxycontin
 Percocet,3, Percocet
 Promethazine,3, Promethazine
 Phentermine,3, Phentermine
 Adderall,3, Adderall
 Ritalin,3, Ritalin
 Xanax,3, Xanax
 Valium,3, Valium
 Ambien,3, Ambien
 Klonopin,3, Klonopin
 Ultram,3, Ultram
 Suboxone,3, Suboxone
 Vicodin,3, Vicodin
 Restoril,3, Restoril
 Temazepam,3, Temazepam
 Desyrel,3, Desyrel
 Adipex,3, Adipex
 Lortab,3, Lortab
 Norco,3, Norco
 Ativan,3, Ativan
 Phenobarbital,3, Phenobarbital
 Hydrocodone,3, Hydrocodone
 Codeine,3, Codeine
 Fentanyl,3, Fentanyl
 Morphine,3, Morphine
 Methadone,3, Methadone
 Demerol,3, Demerol
 Dilaudid,3, Dilaudid
 Percodan,3, Percodan
 Propoxyphene,3, Propoxyphene
 Darvocet,3, Darvocet
 Darvon,3, Darvon
 Talwin,3, Talwin
 Lorcet,3, Lorcet
